,Unnamed: 0,Unnamed: 0.1,row_i,thing, preferredLabel, index,cw_number,cw1_dateModified,cw1_category,cw2_dateModified,cw2_category,cw3_dateModified,cw3_category,cw4_dateModified,cw4_category,cw5_dateModified,cw5_category,cw6_dateModified,cw6_category,cw7_dateModified,cw7_category,cw8_dateModified,cw8_category,cw9_dateModified,cw9_category,cw10_dateModified,cw10_category,cw11_dateModified,cw11_category,cw12_dateModified,cw12_category,cw13_dateModified,cw13_category,cw14_dateModified,cw14_category,cw15_dateModified,cw15_category,cw16_dateModified,cw16_category,cw17_dateModified,cw17_category,cw18_dateModified,cw18_category,cw19_dateModified,cw19_category,cw20_dateModified,cw20_category,unique_categories,non_sport_categories,non_sport_category_count
129,129,129,129,85eef0da-f836-194f-a2d7-4ce0178278f6, Bradford City, http://www.bbc.co.uk/sport/football/teams/bradford-city,20,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-24,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-30,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw10_category', 'cw17_category']",2
132,132,132,132,bdf1f496-f288-4f20-a209-a359ef798c9a, Wimbledon Championships, http://www.bbc.co.uk/sport/tennis/wimbledon,20,2019-09-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-20,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-20,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-17,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-16,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-07-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-15,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2019-07-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-07-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-07-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw4_category', 'cw5_category', 'cw6_category', 'cw7_category', 'cw8_category', 'cw9_category', 'cw10_category', 'cw11_category', 'cw12_category', 'cw13_category', 'cw14_category', 'cw15_category', 'cw16_category']",13
134,134,134,134,98105d9f-b1db-0547-b8c7-581abf30c7e9, Swansea City, http://www.bbc.co.uk/sport/football/teams/swansea-city,20,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-27,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-27,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw2_category', 'cw5_category', 'cw10_category', 'cw12_category', 'cw14_category', 'cw15_category']",6
136,136,136,136,4b26f944-cc1f-4798-8873-e790b88cd842, Commonwealth Games, http://www.bbc.co.uk/sport/commonwealth-games,20,2019-04-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-13,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-27,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-14,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-26,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-21,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-06,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-05-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-12-04,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-04,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-05-04,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,,"['cw4_category', 'cw7_category', 'cw8_category', 'cw9_category', 'cw11_category', 'cw15_category', 'cw17_category', 'cw18_category', 'cw19_category', 'cw20_category']",10
137,137,137,137,921a13d0-6fc6-6740-af87-8af4655ec20f, Boxing, http://www.bbc.co.uk/sport/boxing,20,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw4_category', 'cw5_category', 'cw6_category', 'cw7_category', 'cw8_category', 'cw16_category', 'cw19_category']",7
138,138,138,138,55794b4a-e4d5-44e6-af1a-47eea3027e2a, Egypt, http://www.bbc.co.uk/sport/football/teams/egypt,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-10,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-24,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-21,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-13,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-08-08,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-18,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-17,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-10-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-07,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw2_category', 'cw4_category', 'cw6_category', 'cw7_category', 'cw9_category', 'cw10_category', 'cw11_category', 'cw12_category', 'cw13_category', 'cw14_category', 'cw18_category']",11
143,143,143,143,5b95d205-6cff-4cf1-8fc9-475b29e17511, Squash, http://www.bbc.co.uk/sport/squash,20,2019-06-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-21,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-05-21,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-05,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-05,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-03,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-08-12,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2018-06-12,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-11-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-10-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw6_category', 'cw7_category', 'cw16_category']",3
144,144,144,144,03e20e1e-61e9-3749-ae53-0bbaa18e9ed9, Oxford United, http://www.bbc.co.uk/sport/football/teams/oxford-united,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-10,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,,['cw20_category'],1
145,145,145,145,90d9a818-850b-b64f-9474-79e15a0355b8, Manchester United, http://www.bbc.co.uk/sport/football/teams/manchester-united,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw1_category', 'cw3_category', 'cw6_category', 'cw9_category', 'cw17_category', 'cw18_category']",6
148,148,148,148,f0489362-27b3-4200-b0a9-c73c15b9869a, Worcestershire, http://www.bbc.co.uk/sport/cricket/teams/worcestershire,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,2019-09-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw2_category'],1
150,150,150,150,edc20628-9520-044d-92c3-fdec473457be, Tottenham Hotspur, http://www.bbc.co.uk/sport/football/teams/tottenham-hotspur,20,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw2_category'],1
152,152,152,152,ff3ad258-564a-3d46-967a-cefa4e65cfea, Stoke City, http://www.bbc.co.uk/sport/football/teams/stoke-city,20,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw19_category'],1
153,153,153,153,3e4539d2-bdb9-e548-b04c-1060ad05fe5a, Sheffield Wednesday, http://www.bbc.co.uk/sport/football/teams/sheffield-wednesday,20,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-17,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw5_category', 'cw10_category']",2
161,161,161,161,44a698f0-304a-42d7-8c58-e503dcba252d, Vietnam, http://www.bbc.co.uk/sport/football/teams/vietnam,1,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['cw1_category'],1
166,166,166,166,13c4b240-b966-410e-a23a-f06dfa0b444b, Formula 1, http://www.bbc.co.uk/sport/formula1,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Results,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw1_category', 'cw9_category']",2
167,167,167,167,f032f98f-c256-4c2f-8bdc-d2fadf20a65a, Croatia, http://www.bbc.co.uk/sport/football/teams/croatia,20,2019-10-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-06,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2019-08-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-12-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw12_category'],1
