,Unnamed: 0,Unnamed: 0.1,row_i,thing, preferredLabel, index,cw_number,cw1_dateModified,cw1_category,cw2_dateModified,cw2_category,cw3_dateModified,cw3_category,cw4_dateModified,cw4_category,cw5_dateModified,cw5_category,cw6_dateModified,cw6_category,cw7_dateModified,cw7_category,cw8_dateModified,cw8_category,cw9_dateModified,cw9_category,cw10_dateModified,cw10_category,cw11_dateModified,cw11_category,cw12_dateModified,cw12_category,cw13_dateModified,cw13_category,cw14_dateModified,cw14_category,cw15_dateModified,cw15_category,cw16_dateModified,cw16_category,cw17_dateModified,cw17_category,cw18_dateModified,cw18_category,cw19_dateModified,cw19_category,cw20_dateModified,cw20_category,unique_categories,non_sport_categories,non_sport_category_count
469,469,469,469,3ebf9ee6-6037-4fdb-b00f-cca98c6574a3, Somerset, http://www.bbc.co.uk/sport/cricket/teams/somerset,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,2019-09-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-26,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2019-09-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw17_category'],1
470,470,470,470,6f93127a-159a-45d6-a9d0-97d09b38dd66, Juventus, http://www.bbc.co.uk/sport/football/teams/juventus,20,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-10,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-01-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw1_category', 'cw17_category']",2
474,474,474,474,23ec8541-6e72-b447-b75a-2ee1a9856e7c, Portsmouth, http://www.bbc.co.uk/sport/football/teams/portsmouth,20,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-26,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-25,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-25,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-25,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-24,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-23,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,,"['cw14_category', 'cw15_category', 'cw16_category', 'cw17_category', 'cw19_category', 'cw20_category']",6
476,476,476,476,855796ec-5090-442e-ac5a-b2f0299c26af, Roma, http://www.bbc.co.uk/sport/football/teams/roma,20,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,2019-02-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-14,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw19_category'],1
478,478,478,478,c6e2a7ac-2d13-8640-9f98-41f749d94a6e, Volleyball, http://www.bbc.co.uk/sport/volleyball,20,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-27,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-27,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-29,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-06,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-03-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-06-16,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-01-05,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-04-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-04-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-10-04,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-10-04,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-09-04,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-04,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-03-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-08-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-30,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2017-06-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw1_category', 'cw2_category', 'cw3_category', 'cw4_category', 'cw6_category', 'cw7_category', 'cw9_category', 'cw19_category']",8
479,479,479,479,25e5e7ca-004e-d349-8c76-ca86f3adfa7b, Bolton Wanderers, http://www.bbc.co.uk/sport/football/teams/bolton-wanderers,20,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-24,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw9_category'],1
481,481,481,481,a6315c80-6bd3-4be1-a40d-869e49e1a94f, Cross-Country Skiing, http://www.bbc.co.uk/sport/cross-country-skiing,20,2019-07-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-03,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-22,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-09-02,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-07-12,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2018-07-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-07-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-03-17,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-09-03,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2018-02-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw2_category', 'cw3_category', 'cw5_category', 'cw8_category', 'cw9_category']",5
483,483,483,483,69df1063-8877-4f13-8794-df424d1d2b73, SPAL, http://www.bbc.co.uk/sport/football/teams/spal,8,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-11-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-04-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-03-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-10-02,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,,,,,,,,,,,,,,,,,,,,,,,,,,['cw8_category'],1
486,486,486,486,5840c45e-73f4-9942-b653-8d7eb8067fc9, Rangers, http://www.bbc.co.uk/sport/football/teams/rangers,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw12_category'],1
488,488,488,488,75f90667-0306-e847-966e-085a11a8f195, Sheffield United, http://www.bbc.co.uk/sport/football/teams/sheffield-united,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw8_category'],1
492,492,492,492,1fcfda6d-f50e-4367-8208-ac1415d3d613, Welsh Football, http://www.bbc.co.uk/sport/football/welsh,20,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw1_category', 'cw2_category']",2
493,493,493,493,08d91596-72fc-4a55-a02c-50265cb9e09e, Australian A-League, http://www.bbc.co.uk/sport/football/australian-a-league,15,2019-06-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-news/Explainer,2018-08-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-08-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-08-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-09-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-07-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-03-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,,,,,,,,,,,"['cw7_category', 'cw8_category']",2
494,494,494,494,56d3ade5-e8be-485e-b5ad-93bf3365b21d, United States Major League Soccer All-Star Game, http://www.bbc.co.uk/sport/football/mls-all-star-game,5,2019-06-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-03,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-11-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-09-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['cw4_category'],1
502,502,502,502,c1d8fb3f-0de9-f145-934f-210757952393, Cambridge United, http://www.bbc.co.uk/sport/football/teams/cambridge-united,20,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-23,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-09,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,,"['cw13_category', 'cw20_category']",2
504,504,504,504,9257d19b-c900-440c-8ad6-0c9fe8e81a07, Women's Olympic Football, http://www.bbc.co.uk/sport/football/olympic-football-women,20,2019-08-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-04-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-04-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-02-03,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2016-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2016-09-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-08-19,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2016-08-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-08-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-08-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-08-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-05-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-05-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-05-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-05-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-04-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-04-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-04-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw6_category', 'cw7_category', 'cw9_category']",3
507,507,507,507,4bdbf21d-d1ad-7147-ab08-612cd0dc20b4, Manchester City, http://www.bbc.co.uk/sport/football/teams/manchester-city,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw1_category', 'cw2_category', 'cw5_category', 'cw6_category', 'cw13_category', 'cw14_category']",6
508,508,508,508,509d2079-2bf6-e44d-b791-a38bcda66529, Leeds United, http://www.bbc.co.uk/sport/football/teams/leeds-united,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-21,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-20,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-17,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-17,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw9_category', 'cw10_category', 'cw12_category', 'cw15_category']",4
