,Unnamed: 0,row_i,thing, preferredLabel, index,cw_number,cw1_dateModified,cw1_category,cw2_dateModified,cw2_category,cw3_dateModified,cw3_category,cw4_dateModified,cw4_category,cw5_dateModified,cw5_category,cw6_dateModified,cw6_category,cw7_dateModified,cw7_category,cw8_dateModified,cw8_category,cw9_dateModified,cw9_category,cw10_dateModified,cw10_category,cw11_dateModified,cw11_category,cw12_dateModified,cw12_category,cw13_dateModified,cw13_category,cw14_dateModified,cw14_category,cw15_dateModified,cw15_category,cw16_dateModified,cw16_category,cw17_dateModified,cw17_category,cw18_dateModified,cw18_category,cw19_dateModified,cw19_category,cw20_dateModified,cw20_category
73,73,73,98c8f8a4-b663-cf4e-a8d9-77a32c4d5392, Peterhead, http://www.bbc.co.uk/sport/football/teams/peterhead,20,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,19/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,31/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,29/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,23/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,20/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,16/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,04/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
74,74,74,20ff4730-bad5-46e1-8b06-c20b5b16ff01, Cardiff Blues, http://www.bbc.co.uk/sport/rugby-union/teams/cardiff-blues,20,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,31/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,30/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,30/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,23/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,22/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,18/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,18/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,15/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,13/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News
75,75,75,f1125cb0-7114-4b36-b5b9-469864464b31, Glamorgan, http://www.bbc.co.uk/sport/cricket/teams/glamorgan,20,12/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,20/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,18/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,30/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,27/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
76,76,76,5c29cdb7-fe47-45b9-b11a-492770884a14, Maidenhead United, http://www.bbc.co.uk/sport/football/teams/maidenhead-united,20,12/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,29/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,18/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
77,77,77,bfd7da21-7306-4cfc-925a-3e6fc485ce74, FAI Cup, http://www.bbc.co.uk/sport/football/fai-cup,2,29/11/18,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,09/05/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,78,51bc6665-92bc-4926-8689-969dc76a9d34, France, http://www.bbc.co.uk/sport/football/teams/france,20,12/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,23/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,14/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,23/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,19/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/Analysis,10/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,06/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,30/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,30/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,29/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,16/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/Analysis,13/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,21/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News
79,79,79,7db03a51-1abd-406d-8356-5b37434eb9e8, Metz, http://www.bbc.co.uk/sport/football/teams/metz,7,04/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,30/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/04/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,04/09/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,18/04/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/02/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/12/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,80,24e14219-8ae2-4ee7-b180-cad9b0d5bfa2, New Zealand, http://www.bbc.co.uk/sport/cricket/teams/new-zealand,20,13/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,04/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,31/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,31/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,28/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
81,81,81,703ce394-97c5-6e42-a585-bd1eec9cca9a, Doncaster Rovers, http://www.bbc.co.uk/sport/football/teams/doncaster-rovers,20,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,22/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,19/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,04/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,19/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,17/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
82,82,82,491e9338-1549-1e49-b202-b157c149271d, Queen of the South, http://www.bbc.co.uk/sport/football/teams/queen-of-the-south,20,12/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,29/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,19/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,04/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,15/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,14/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,08/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,31/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,10/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News
83,83,83,77f179b4-9c91-4914-9803-767bb0d3d966, FC Ingolstadt, http://www.bbc.co.uk/sport/football/teams/ingolstadt,6,01/06/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,13/07/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/02/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/02/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/12/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/09/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,84,a80d80f4-c47e-4417-b1c7-de1af76a03a7, Russia, http://www.bbc.co.uk/sport/football/teams/russia,20,13/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,06/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/03/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,21/03/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,19/03/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,15/11/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,16/10/18,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,09/10/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/09/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/09/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/07/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/07/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
85,85,85,7d1d29cb-dab4-a24f-8600-393be1f354fe, Watford, http://www.bbc.co.uk/sport/football/teams/watford,20,08/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,31/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,29/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,29/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
86,86,86,088d7faa-f62d-4072-b2fb-d48af0fc7fe1, Horse Racing, http://www.bbc.co.uk/sport/horse-racing,20,12/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,12/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,04/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,04/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,31/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
87,87,87,0690666f-509a-44d4-9505-75d58b99f664, Uruguay, http://www.bbc.co.uk/sport/football/teams/uruguay,20,07/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/Interactive,29/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,21/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,17/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,14/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,13/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/02/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/Analysis,24/01/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,20/11/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,19/11/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,16/11/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,20/09/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/09/18,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,11/07/18,http://www.bbc.co.uk/ontologies/applicationlogic-news/Interactive,07/07/18,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature
88,88,88,4d62f2ca-861b-4db6-bc36-e2e537031718, Baseball, http://www.bbc.co.uk/sport/baseball,20,13/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,04/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,31/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,31/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,31/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,30/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,28/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,28/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,24/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,23/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,23/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,22/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,20/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
89,89,89,c297c13f-ce09-499c-ae5f-a660cfb4e13f, Mexico, http://www.bbc.co.uk/sport/football/teams/mexico,20,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,16/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,11/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,13/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,31/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,19/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,11/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,08/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,08/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,26/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/Explainer,26/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,24/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,28/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,01/04/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,26/03/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,23/03/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,19/03/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,23/02/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News
90,90,90,2784b098-bd1f-a54e-86a5-1fa39a0e0ce4, Stevenage, http://www.bbc.co.uk/sport/football/teams/stevenage,20,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,22/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,19/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,04/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,20/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News
91,91,91,ce88dce3-fe00-4344-aedd-84ff5ff42cd7, Winter Sports, http://www.bbc.co.uk/sport/winter-sports,20,24/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,16/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,15/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,29/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,18/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,04/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,04/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,28/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,22/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,30/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,29/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,19/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,15/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
